timestamp,sensorid,p1hr,p2hr,geom3d,LocidWeth,mergesens,locid,name,timestampW,temperatur,humidity,pressure,windspeed,winddirect,rain,Year,Month,Date,gmt
2019-05-28 15:00:00+02,7497,1.13,0.47,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 15:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 15:00:00+02,16.5775,51,1009,4.04144407,257.5374219,,2019,5,28,15
2019-05-28 16:00:00+02,7497,0.924,0.434,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 16:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 16:00:00+02,17.095,53.5,1009,4.333939913,265.8641985,,2019,5,28,16
2019-05-28 17:00:00+02,7497,0.372,0.312,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 17:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 17:00:00+02,17.33,65,1009,3.856533157,222.5414975,nan(snan),2019,5,28,17
2019-05-28 18:00:00+02,7497,0.8,0.466,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 18:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 18:00:00+02,16.3725,50,1009.5,4.625911368,285.5155819,,2019,5,28,18
2019-05-28 19:00:00+02,7497,1.246,0.454,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 19:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 19:00:00+02,15.6775,56.5,1010,5.4,290,,2019,5,28,19
2019-05-28 20:00:00+02,7497,0.543333333,0.25,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 20:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 20:00:00+02,14.73,67,1011,2.839907271,253.6810932,,2019,5,28,20
2019-05-28 21:00:00+02,7497,0.998333333,0.27,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 21:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 21:00:00+02,13.795,69,1011.5,1.773419262,188.3166858,,2019,5,28,21
2019-05-28 22:00:00+02,7497,0.7,0.306,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 22:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 22:00:00+02,12.505,81,1012.5,1.494292047,225,,2019,5,28,22
2019-05-28 23:00:00+02,7497,0.326,0.26,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-28 23:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-28 23:00:00+02,11.6375,81,1013,1.793341075,235.835396,,2019,5,28,23
2019-05-29 00:00:00+02,7497,0.394,0.28,SRID=4326;POINT(9.14 48.806 346),2927043,2019-05-29 00:00:00+022927043,2927043,Stuttgart Feuerbach,2019-05-29 00:00:00+02,11.075,73.5,1013.5,3.054138416,261.6290434,,2019,5,29,0
