timestamp,sensorid,p1hr,p2hr,geom3d,LocidWeth,mergesens,locid,name,timestampW,temperatur,humidity,pressure,windspeed,winddirect,rain,Year,Month,Date,gmt
2019-05-28 15:00:00+02,13747,3.36,0.96,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 15:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 15:00:00+02,16.595,51,1009,4.04144407,257.5374219,,2019,5,28,15
2019-05-28 16:00:00+02,13747,3.118333333,0.87,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 16:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 16:00:00+02,17.04,53.5,1009,4.333939913,265.8641985,,2019,5,28,16
2019-05-28 17:00:00+02,13747,2.571666667,0.856666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 17:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 17:00:00+02,17.325,65,1009,3.856533157,222.5414975,nan(snan),2019,5,28,17
2019-05-28 18:00:00+02,13747,3.276,1.18,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 18:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 18:00:00+02,16.275,50,1009.5,4.625911368,285.5155819,,2019,5,28,18
2019-05-28 19:00:00+02,13747,2.876,0.952,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 19:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 19:00:00+02,15.6675,56.5,1010,5.4,290,,2019,5,28,19
2019-05-28 20:00:00+02,13747,1.88,0.828333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 20:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 20:00:00+02,14.7675,67,1011,2.839907271,253.6810932,,2019,5,28,20
2019-05-28 21:00:00+02,13747,2.82,1.163333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 21:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 21:00:00+02,13.745,69,1011.5,1.773419262,188.3166858,,2019,5,28,21
2019-05-28 22:00:00+02,13747,2.726666667,1.17,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 22:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 22:00:00+02,12.5375,81,1012.5,1.494292047,225,,2019,5,28,22
2019-05-28 23:00:00+02,13747,2.654,1.334,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-28 23:00:00+022817269,2817269,Viesenhäuserhof,2019-05-28 23:00:00+02,11.6375,81,1013,1.793341075,235.835396,,2019,5,28,23
2019-05-29 00:00:00+02,13747,2.866,1.5,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 00:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 00:00:00+02,11.06,73.5,1013.5,3.054138416,261.6290434,,2019,5,29,0
2019-05-29 01:00:00+02,13747,2.493333333,1.565,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 01:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 01:00:00+02,10.01,84,1014,0,0,,2019,5,29,1
2019-05-29 02:00:00+02,13747,3.06,1.791666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 02:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 02:00:00+02,9.5975,84,1014.5,1.8,220,,2019,5,29,2
2019-05-29 03:00:00+02,13747,10.666,6.728,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 03:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 03:00:00+02,9.415,84,1015,1.5,250,,2019,5,29,3
2019-05-29 04:00:00+02,13747,15.758,9.654,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 04:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 04:00:00+02,8.945,87,1015,2.590106215,305,,2019,5,29,4
2019-05-29 05:00:00+02,13747,23.378,14.006,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 05:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 05:00:00+02,9.08,87,1016,2.6,300,,2019,5,29,5
2019-05-29 06:00:00+02,13747,28.35333333,16.55166667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 06:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 06:00:00+02,9.3425,87,1016.25,2.217998845,312.9169738,,2019,5,29,6
2019-05-29 07:00:00+02,13747,26.354,15.318,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 07:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 07:00:00+02,10.2075,87,1017.5,2.447740005,321.117861,,2019,5,29,7
2019-05-29 08:00:00+02,13747,16.53,10.548,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 08:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 08:00:00+02,10.725,84,1018,3.337323368,325.3740791,,2019,5,29,8
2019-05-29 09:00:00+02,13747,10.5675,7.5025,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 09:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 09:00:00+02,11.47,83,1019,3.256978871,337.3515933,,2019,5,29,9
2019-05-29 10:00:00+02,13747,6.722,4.562,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 10:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 10:00:00+02,12.82,85,1019.666667,2.071665402,323.3637274,,2019,5,29,10
2019-05-29 11:00:00+02,13747,4.598333333,3.13,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 11:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 11:00:00+02,13.3125,76,1020,2.807037809,299.1138609,,2019,5,29,11
2019-05-29 12:00:00+02,13747,4.135,2.678333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 12:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 12:00:00+02,13.77,73.5,1020,3.791758371,340.6559968,,2019,5,29,12
2019-05-29 13:00:00+02,13747,3.403333333,1.908333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 13:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 13:00:00+02,14.8175,67,1020,4.6,360,,2019,5,29,13
2019-05-29 14:00:00+02,13747,2.83,1.838333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 14:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 14:00:00+02,15.02,62,1021,4.037711787,350,,2019,5,29,14
2019-05-29 15:00:00+02,13747,1.688333333,1.066666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 15:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 15:00:00+02,14.67,66.5,1021,5.318217017,340.5612483,,2019,5,29,15
2019-05-29 16:00:00+02,13747,2.095,1.1,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 16:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 16:00:00+02,15,64.5,1021,5.1,340,,2019,5,29,16
2019-05-29 17:00:00+02,13747,0.976666667,0.61,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 17:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 17:00:00+02,14.1525,60,1021.5,4.827557175,328.35102,,2019,5,29,17
2019-05-29 18:00:00+02,13747,1.801666667,1.125,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 18:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 18:00:00+02,14.015,71.5,1022,3.088511014,84.19154863,,2019,5,29,18
2019-05-29 19:00:00+02,13747,2.13,1.546666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 19:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 19:00:00+02,13.79,73.5,1022,2.91806237,63.35968575,,2019,5,29,19
2019-05-29 20:00:00+02,13747,2.466666667,1.801666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 20:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 20:00:00+02,13.15,71,1022.5,2.1,40,,2019,5,29,20
2019-05-29 21:00:00+02,13747,4.393333333,3.151666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 21:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 21:00:00+02,11.91,73.5,1023,0.901387819,226.1021138,,2019,5,29,21
2019-05-29 22:00:00+02,13747,12.70333333,7.3,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 22:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 22:00:00+02,10.04,84,1024,1.423877449,304.3952642,,2019,5,29,22
2019-05-29 23:00:00+02,13747,11.35666667,7.313333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-29 23:00:00+022817269,2817269,Viesenhäuserhof,2019-05-29 23:00:00+02,9.075,81,1024.5,0,0,,2019,5,29,23
2019-05-30 00:00:00+02,13747,11.31166667,7.733333333,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 00:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 00:00:00+02,8.5075,87,1025,1,280,,2019,5,30,0
2019-05-30 01:00:00+02,13747,13.04333333,8.656666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 01:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 01:00:00+02,8.3975,93,1025,0,0,,2019,5,30,1
2019-05-30 02:00:00+02,13747,12.725,8.641666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 02:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 02:00:00+02,7.8275,96.5,1025,1.5,330,,2019,5,30,2
2019-05-30 03:00:00+02,13747,11.42666667,8.216666667,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 03:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 03:00:00+02,7.51,93,1025,0.5,50,,2019,5,30,3
2019-05-30 04:00:00+02,13747,21.32,13.33,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 04:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 04:00:00+02,7.32,100,1025,1.5,60,,2019,5,30,4
2019-05-30 05:00:00+02,13747,31.11333333,17.975,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 05:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 05:00:00+02,6.7925,100,1025,0,0,,2019,5,30,5
2019-05-30 06:00:00+02,13747,30.772,18.756,SRID=4326;POINT(9.198 48.84 256),2817269,2019-05-30 06:00:00+022817269,2817269,Viesenhäuserhof,2019-05-30 06:00:00+02,7.0725,100,1025,0,0,,2019,5,30,6
