timestamp,sensorid,p1hr,p2hr,geom3d,LocidWeth,mergesens,locid,name,timestampW,temperatur,humidity,pressure,windspeed,winddirect,rain,Year,Month,Date,gmt
2019-05-28 15:00:00+02,1356,3.01,1.02,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 15:00:00+022832083,2832083,Sillenbuch,2019-05-28 15:00:00+02,16.58,51,1009,4.04144407,257.5374219,,2019,5,28,15
2019-05-28 16:00:00+02,1356,2.206666667,1.048333333,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 16:00:00+022832083,2832083,Sillenbuch,2019-05-28 16:00:00+02,16.955,53.5,1009,4.333939913,265.8641985,,2019,5,28,16
2019-05-28 17:00:00+02,1356,2.106,0.974,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 17:00:00+022832083,2832083,Sillenbuch,2019-05-28 17:00:00+02,17.055,65,1009,3.856533157,222.5414975,nan(snan),2019,5,28,17
2019-05-28 18:00:00+02,1356,3.054,1.576,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 18:00:00+022832083,2832083,Sillenbuch,2019-05-28 18:00:00+02,16.1975,50,1009.5,4.625911368,285.5155819,,2019,5,28,18
2019-05-28 19:00:00+02,1356,2.525,1.311666667,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 19:00:00+022832083,2832083,Sillenbuch,2019-05-28 19:00:00+02,15.3075,56.5,1010,5.4,290,,2019,5,28,19
2019-05-28 20:00:00+02,1356,1.858,0.938,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 20:00:00+022832083,2832083,Sillenbuch,2019-05-28 20:00:00+02,14.4975,67,1011,2.839907271,253.6810932,,2019,5,28,20
2019-05-28 21:00:00+02,1356,1.526666667,0.808333333,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 21:00:00+022832083,2832083,Sillenbuch,2019-05-28 21:00:00+02,13.5125,69,1011.5,1.773419262,188.3166858,,2019,5,28,21
2019-05-28 22:00:00+02,1356,1.59,0.883333333,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 22:00:00+022832083,2832083,Sillenbuch,2019-05-28 22:00:00+02,12.3025,81,1012.5,1.494292047,225,,2019,5,28,22
2019-05-28 23:00:00+02,1356,1.456,0.914,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-28 23:00:00+022832083,2832083,Sillenbuch,2019-05-28 23:00:00+02,11.495,81,1013,1.793341075,235.835396,,2019,5,28,23
2019-05-29 00:00:00+02,1356,1.338333333,0.896666667,SRID=4326;POINT(9.21 48.746 447.7),2832083,2019-05-29 00:00:00+022832083,2832083,Sillenbuch,2019-05-29 00:00:00+02,10.7625,73.5,1013.5,3.054138416,261.6290434,,2019,5,29,0
